,id,state,gender,median_home_val,median_household_income,ic4,hvp1,ic5,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
156,128121,TX,F,655,406,481.0,0,16426,1,72,432.0,430,9.0,0,0,S1,10.0
157,84199,MN,F,908,487,493.0,0,14526,0,79,482.0,499,5.090909091,0,2501,S2,5.0
158,183476,WA,F,718,471,541.0,3,18190,4,59,508.0,497,11.07692308,2,5008,T2,25.0
159,162994,CA,M,2750,252,392.0,75,19558,34,20,332.0,302,10.66666667,1,0,U1,10.0
160,32040,GA,M,397,184,285.0,1,9831,0,91,219.0,237,9.333333333,4,2801,C1,20.0
161,65968,MI,M,1040,220,278.0,4,14610,0,56,309.0,256,7.9375,1,6105,C1,9.0
162,135896,Arizona,M,675,186,265.0,17,11355,2,7,238.0,207,6.111111111,0,2501,C3,2.0
163,46461,FL,M,719,381,410.0,0,13552,2,36,398.0,389,11.33333333,1,1801,C2,12.0
165,93500,IL,F,1053,368,465.0,0,15176,20,73,419.0,402,8.333333333,0,3705,U4,10.0
166,90899,IL,F,419,279,303.0,0,7285,0,72,295.0,296,12.0,28,3912,S3,17.0
167,116542,TX,U,481,172,264.0,1,9264,0,79,218.0,227,15.0,0,0,R3,20.0
168,29868,GA,F,803,397,441.0,2,15380,3,49,407.0,432,20.0,0,5901,T2,25.0
169,171521,CA,F,886,318,388.0,6,12332,12,58,339.0,360,5.222222222,0,0,R2,6.0
170,18953,NC,female,1093,580,636.0,19,20815,2,37,587.0,629,7.333333333,0,4303,S1,11.0
171,102780,MO,F,257,148,273.0,0,10050,1,75,264.0,194,10.125,0,1208,R2,16.0
172,136372,Arizona,M,1453,419,497.0,17,24530,10,2,426.0,486,25.0,1,1901,C1,10.0
173,19581,NC,female,821,427,475.0,0,15937,0,64,433.0,456,6.654411765,2,3703,S2,25.0
174,121410,TX,M,931,416,725.0,12,29273,10,47,636.0,543,15.0,1,3101,U1,15.0
175,99736,MO,F,496,330,390.0,0,13546,0,87,349.0,360,5.571428571,0,5101,T2,20.0
176,54441,MS,female,463,181,258.0,0,8369,0,56,231.0,227,12.75,2,4107,R3,30.0
177,144735,CA,F,5649,750,888.0,96,37961,6,56,828.0,801,8.615384615,0,2709,U1,10.0
178,39257,FL,J,1093,364,441.0,2,15640,6,30,424.0,392,9.25,1002,7001,S2,25.0
179,136716,Arizona,M,852,344,498.0,0,19967,9,14,450.0,394,12.5,1,0,C1,25.0
180,145310,CA,F,3100,133,497.0,79,18262,35,25,488.0,306,18.33333333,0,4911,U1,20.0
183,14009,MI,F,813,246,313.0,6,11406,4,65,263.0,297,9.25,0,3401,0,3.0
184,187517,TX,M,333,205,319.0,0,10286,1,81,219.0,278,16.42857143,1,0,R2,25.0
185,22924,SC,F,536,261,307.0,0,8438,0,88,296.0,278,4.944444444,2,2101,C3,10.0
186,65124,MI,F,850,484,495.0,2,17174,0,88,501.0,465,8.230769231,0,0,T2,5.0
187,98437,IL,F,443,268,380.0,0,12966,1,87,347.0,320,5.727272727,0,201,R2,10.0
188,54369,MS,M,467,206,308.0,1,9725,0,83,261.0,260,6.666666667,1,0,R2,6.0
189,155856,CA,F,1207,284,488.0,8,19872,12,46,303.0,458,7.25,0,1501,C2,10.0
190,107321,NE,M,490,250,345.0,0,11320,2,84,299.0,288,3.269230769,1,5201,T2,20.0
191,139500,NM,F,805,207,289.0,0,10226,5,49,243.0,237,8.266666667,0,1610,U2,20.0
192,108381,LA,M,638,220,291.0,0,11076,19,54,243.0,255,15.66666667,1,0,U2,20.0
193,129653,CO,M,1208,571,660.0,2,20295,2,38,594.0,616,15.0,1,5201,S1,15.0
194,102795,MO,M,198,208,297.0,0,9961,0,86,252.0,261,15.0,1,2001,R3,10.0
195,178085,OR,M,443,204,267.0,0,9473,5,21,218.0,232,10.42857143,2,4403,T2,20.0
196,12819,MO,F,1284,410,642.0,35,24921,3,74,539.0,532,13.44444444,3,1101,S1,20.0
197,99543,MO,M,675,312,365.0,1,10538,1,81,352.0,343,5.785714286,0,2301,R2,15.0
198,65804,MI,F,668,272,391.0,0,17206,11,75,369.0,311,6.411764706,0,0,S2,10.0
199,35947,FL,F,575,232,289.0,0,9634,17,27,259.0,255,7.666666667,2,2505,S2,14.0
200,152961,CA,F,2375,428,571.0,75,23387,13,36,471.0,535,20.0,0,3401,C1,8.0
201,161129,CA,F,1091,330,397.0,9,14093,2,62,348.0,382,11.95238095,2,2201,R2,20.0
202,177315,OR,M,1015,354,422.0,5,13340,8,38,360.0,404,8.25,0,3805,T2,15.0
203,104755,KS,M,1413,634,755.0,21,27583,3,16,665.0,727,8.285714286,2,2001,S1,16.0
204,147838,CA,F,3738,534,683.0,86,26455,24,42,581.0,599,16.0,0,3001,S1,20.0
205,182748,WA,male,849,281,380.0,10,14308,4,48,327.0,327,13.30769231,2,2501,C2,12.0
206,177238,OR,F,871,309,390.0,8,15151,2,45,344.0,362,9.55,0,3207,T2,12.0
207,191138,TX,F,571,300,366.0,1,10689,2,67,333.0,336,15.0,0,4201,T2,15.0
208,133932,WA,male,0,55,89.0,0,8170,4,29,68.0,63,4.555555556,0,0,R3,5.0
210,11562,CA,F,3435,490,614.0,91,26467,26,40,546.0,560,32.30769231,0,2501,S1,50.0
211,87541,WA,F,466,211,289.0,0,10094,4,61,252.0,244,5.625,0,4501,R2,5.0
212,1722,CA,M,1668,648,668.0,12,20187,9,60,664.0,663,13.38461539,1002,5207,C1,10.0
213,32843,FL,M,546,283,322.0,0,10785,0,63,256.0,344,15.0,1,5901,C3,15.0
214,77439,WI,male,713,360,429.0,0,12547,2,91,372.0,408,11.3125,2,3101,R2,17.0
215,140457,NM,M,576,263,338.0,1,12326,0,51,355.0,304,6.04,1,2401,T2,10.0
216,70144,FL,F,585,459,427.0,0,8656,0,33,393.0,445,13.58333333,0,1711,S3,15.0
217,157947,CA,F,2022,441,569.0,52,21300,14,44,534.0,496,4.777777778,0,0,U1,5.0
218,137680,Arizona,Female,786,220,318.0,2,11624,2,27,264.0,274,6.222222222,0,2308,R2,5.0
219,153708,CA,F,1406,431,556.0,21,21369,21,35,536.0,453,15.0,28,0,U2,21.0
220,27217,GA,F,503,239,324.0,1,10308,0,84,275.0,287,20.0,0,0,R2,15.0
221,1442,MO,F,1602,459,593.0,32,18855,4,67,475.0,561,18.42105263,0,5901,C1,24.0
222,38327,FL,M,736,274,316.0,0,11510,69,16,276.0,311,10.4,1,1103,S2,11.0
223,109287,LA,F,393,130,213.0,0,5559,0,92,147.0,178,4.363636364,0,0,C3,5.0
224,77784,WI,F,987,430,521.0,2,18625,1,80,469.0,476,10.0,0,7102,S1,16.0
225,22098,NC,female,529,254,326.0,1,11595,2,73,301.0,284,2.439814815,2,2801,T2,2.0
226,156224,CA,M,4933,691,816.0,94,37073,14,26,736.0,762,26.5,0,4701,T1,30.0
227,169224,CA,F,1178,482,573.0,0,16952,3,48,507.0,543,15.57142857,0,2201,C1,36.0
228,146341,CA,M,2397,409,459.0,77,16946,13,47,486.0,402,9.9,1,1701,U2,20.0
229,102630,MO,M,651,336,459.0,0,15058,0,75,415.0,395,3.578947368,2,0,R2,5.0
230,119362,TX,F,1711,400,810.0,34,33841,2,66,806.0,566,16.0,28,2001,C1,45.0
231,92962,CA,M,3663,749,818.0,87,27400,14,52,777.0,784,20.0,1,0,U1,20.0
232,14420,SC,F,473,300,373.0,0,11482,0,80,319.0,333,8.666666667,0,403,T2,10.0
233,157687,CA,F,4954,1106,1146.0,99,42857,6,55,1195.0,1086,7.444444444,0,3801,T1,15.0
234,145436,TX,M,775,494,467.0,1,14903,5,59,465.0,489,25.0,1,0,U1,10.0
235,62795,IN,F,505,273,356.0,1,10974,1,43,330.0,316,20.0,0,0,R2,20.0
236,80153,WI,male,416,247,340.0,0,11789,2,62,297.0,292,15.0,0,2301,C3,5.0
238,164551,CA,F,1158,369,386.0,3,11592,3,64,398.0,373,4.090909091,0,0,C2,3.0
239,53485,TN,F,861,248,328.0,0,16517,6,44,314.0,278,7.0,28,0,S2,7.0
240,25331,SC,F,407,157,260.0,0,7762,1,79,193.0,221,16.66666667,0,0,R2,22.0
241,189130,IL,M,1094,363,444.0,2,15967,23,66,388.0,421,20.83333333,1,2810,U2,51.0
242,190840,IL,M,485,297,340.0,0,10899,3,60,309.0,329,21.25,1,4912,C3,25.0
243,341,GA,F,517,327,416.0,0,12605,0,87,375.0,389,11.0,0,3011,R2,25.0
244,109240,LA,M,445,180,256.0,1,7560,0,96,210.0,226,6.321428571,0,3711,T3,7.0
245,6028,NE,M,2458,1178,1118.0,73,58088,6,56,1203.0,1095,13.58139535,4,4912,S1,15.0
246,169722,CA,F,1428,301,297.0,3,9201,29,49,277.0,322,25.0,0,4701,C2,20.0
247,91467,IL,F,693,407,386.0,1,11864,0,81,399.0,390,6.588235294,28,4106,T2,8.0
248,88537,IL,M,873,211,319.0,0,14513,4,75,291.0,251,3.173913044,1,2106,T2,5.0
249,162740,CA,F,2807,478,542.0,92,17103,21,58,497.0,504,12.75,0,2201,S2,14.0
250,123622,TX,M,351,241,304.0,0,9113,19,61,278.0,283,14.0,1,5401,S3,25.0
251,12370,CA,F,2067,489,583.0,53,19624,10,54,534.0,540,450.0,0,0,C1,20.0
252,91453,IL,F,999,411,496.0,12,15934,2,80,453.0,465,18.71428571,0,0,T2,21.0
253,42543,FL,M,419,218,305.0,1,9540,8,53,243.0,277,8.75,0,0,R2,20.0
254,89768,IL,M,962,327,465.0,1,14486,11,69,479.0,361,5.111111111,2,0,S2,11.0
255,139175,NM,F,542,220,298.0,1,9481,2,56,252.0,272,11.51351351,0,0,R2,10.0
256,83559,OK,M,780,278,414.0,1,14360,3,36,323.0,345,14.14285714,1,5902,U2,10.0
257,113312,OK,F,1229,546,700.0,4,30054,4,60,649.0,555,5.214285714,2,2301,C1,5.0
258,117329,TX,F,928,408,452.0,2,17067,1,48,452.0,444,12.83333333,28,2712,S1,15.0
259,56674,KY,M,335,137,195.0,0,6927,1,80,205.0,166,6.666666667,1,2101,U4,15.0
260,40105,FL,F,700,228,326.0,0,13851,24,27,277.0,309,15.0,0,4608,S3,23.0
261,76914,IA,M,337,220,301.0,0,8147,0,87,265.0,258,9.714285714,0,0,R2,15.0
262,7947,MI,M,557,279,372.0,1,12466,2,69,337.0,321,9.074074074,1,1612,R2,11.0
263,166350,CA,F,3333,690,913.0,94,37495,9,50,871.0,759,20.83333333,0,5201,S1,25.0
264,2151,CA,M,1126,243,285.0,6,8614,39,38,261.0,275,20.8,1,5001,C3,25.0
265,107298,NE,F,0,0,0.0,0,0,0,0,0.0,0,38.0,0,4401,S2,43.0
266,37762,FL,M,1987,403,633.0,49,29344,47,20,524.0,567,14.0,1,3401,C1,30.0
267,117383,TX,F,0,0,0.0,0,0,0,0,0.0,0,15.0,2,4801,S2,21.0
268,174375,OR,F,1093,315,483.0,7,15130,5,44,431.0,386,25.0,28,5801,S2,25.0
269,102742,MO,M,238,176,287.0,0,10253,0,82,225.0,233,6.636363636,1,4401,R2,9.0
270,53793,TN,F,966,517,569.0,2,18463,3,47,528.0,547,7.714285714,28,4901,S1,5.0
271,59070,KY,M,377,234,285.0,0,9657,0,85,252.0,276,10.25,1,5003,R3,10.0
272,107279,NE,F,825,417,503.0,2,16332,2,68,459.0,453,4.0,0,4701,S1,4.0
273,88886,IL,M,962,391,486.0,12,17404,3,67,444.0,452,35.0,1,5411,R2,40.0
274,190552,NM,M,1082,482,609.0,2,22454,4,24,566.0,522,10.08333333,1,3501,0,7.0
275,148869,CA,M,2362,613,678.0,74,21179,9,61,632.0,655,13.375,1,6401,C1,15.0
276,146463,CA,U,2163,484,581.0,67,17262,7,66,522.0,537,4.833333333,0,2601,U2,5.0
277,85204,MN,M,359,168,269.0,1,9568,1,85,258.0,203,11.91666667,1,2210,R2,20.0
278,143782,CA,M,5854,927,993.0,99,45167,15,43,1077.0,920,28.0,1,4801,S1,25.0
279,17102,NC,female,685,271,396.0,1,13235,0,67,314.0,339,5.692307692,2,0,T2,7.0
280,190157,NC,female,603,173,329.0,4,12562,3,84,215.0,239,9.857142857,0,0,T2,15.0
281,93681,IL,M,682,322,336.0,1,8194,0,62,359.0,297,12.33333333,1,2309,U3,16.0
282,105741,KS,M,581,295,402.0,1,13925,5,65,349.0,349,17.0,2,4401,S2,20.0
283,98962,IL,F,380,229,351.0,1,11773,1,86,277.0,299,11.66666667,0,2308,R2,25.0
284,32552,FL,F,1229,469,544.0,21,17313,2,30,502.0,507,7.5,0,3802,T1,20.0
285,23465,SC,F,689,313,350.0,0,12601,1,69,320.0,343,12.0,1,2701,S2,15.0
286,155130,CA,M,1715,607,660.0,34,21473,10,55,619.0,647,4.8,1,4901,S1,4.5
287,15017,FL,F,762,254,411.0,7,17458,7,13,355.0,327,8.761904762,0,0,0,18.0
288,123438,TX,F,683,449,507.0,0,19552,6,50,471.0,484,6.8125,0,6601,T2,3.0
289,178796,WA,F,1648,395,542.0,28,22216,5,50,488.0,480,8.538461539,28,3503,S1,9.0
290,143790,CA,F,5907,1285,1144.0,99,91205,18,26,1340.0,1063,16.0,2,4101,S1,15.0
291,173737,HI,M,1473,327,382.0,23,12051,17,67,324.0,395,20.66666667,1,1801,T2,20.0
292,57017,FL,F,484,150,266.0,0,11909,8,11,243.0,195,20.0,0,0,T2,20.0
293,131551,CO,M,645,214,313.0,0,14783,3,32,308.0,251,8.916666667,1,1710,C2,10.0
294,72796,MI,M,577,375,394.0,0,15853,1,74,380.0,389,9.571428571,0,4905,R2,15.0
295,178498,WA,male,1642,275,485.0,30,19679,10,32,388.0,349,11.83333333,0,2802,S2,15.0
297,21204,NC,female,675,305,427.0,0,16318,2,69,373.0,365,6.409090909,2,4001,C2,8.0
298,71146,MI,F,602,336,391.0,0,12418,1,87,366.0,363,9.0,0,7401,T2,10.0
299,161230,CA,F,746,346,368.0,0,10165,3,64,352.0,363,15.76470588,0,5207,T2,20.0
300,67712,MI,F,459,116,533.0,0,19070,3,41,518.0,280,27.42307692,0,801,U2,100.0
301,178540,WA,F,922,232,361.0,3,13725,5,52,298.0,298,8.5,0,1501,T2,15.0
302,35306,FL,F,833,277,387.0,0,14317,8,21,350.0,329,12.25,0,5610,C2,25.0
303,14984,MN,M,1793,781,849.0,38,27481,1,66,796.0,832,14.28571429,1,5401,0,15.0
304,53295,TN,F,470,235,318.0,0,8963,0,80,292.0,275,12.5,0,5401,U3,15.0
305,115398,OK,F,338,203,284.0,0,9618,0,76,254.0,242,5.076923077,0,2901,R2,5.0
306,24610,SC,M,420,225,285.0,0,9634,0,90,253.0,249,4.9,0,1701,R3,4.0
307,116993,TX,M,1576,388,579.0,8,24013,0,71,418.0,528,12.85714286,1,1,U1,10.0
308,80800,WI,F,677,282,370.0,0,11541,0,84,303.0,334,8.428571429,2,3001,R2,8.0
309,72757,MI,F,559,344,403.0,0,13072,1,85,361.0,378,11.0,2,1105,R2,21.0
310,38642,FL,M,731,350,432.0,4,13977,24,33,385.0,401,15.0,0,7401,S2,10.0
311,179293,WA,male,1196,327,456.0,4,16530,3,49,406.0,382,10.46153846,2,0,S2,10.0
312,79427,WI,F,718,410,462.0,0,14721,1,80,443.0,425,8.578947368,2,3508,T2,10.0
313,99813,MO,M,460,223,297.0,0,9579,0,72,265.0,257,11.0,1,4701,R3,20.0
314,368,CA,M,2257,485,523.0,78,17885,8,50,541.0,488,6.5,1,2205,U1,10.0
315,129200,CO,F,726,370,406.0,0,13631,3,37,426.0,388,9.2,2,4801,S2,14.0
316,171215,CA,M,1327,397,442.0,8,15850,6,54,409.0,435,11.33333333,1,4701,S1,17.0
317,41222,FL,M,956,348,417.0,3,13177,2,33,344.0,412,11.44444444,1,6509,S3,20.0
318,44410,FL,M,565,154,193.0,0,6724,3,31,163.0,180,6.909090909,1,2506,T2,8.0
319,175057,OR,M,987,361,485.0,1,18610,3,45,440.0,400,12.11111111,1002,5109,T2,19.0
320,83959,MN,F,1138,545,672.0,1,23589,3,71,613.0,602,9.68,2,3805,S1,16.0
321,35877,FL,F,535,226,265.0,1,9934,3,32,236.0,250,4.285714286,28,2401,S3,5.0
322,96763,IL,F,427,71,253.0,0,6671,1,72,141.0,121,10.75,2,1805,C2,20.0
323,144691,CA,M,5806,778,896.0,99,50987,10,46,871.0,830,20.0,1,4701,T1,20.0
324,180805,WA,F,1413,306,435.0,22,18792,13,46,329.0,397,6.666666667,2,2401,R2,20.0
325,180050,WA,F,1180,333,464.0,4,20815,8,54,385.0,414,12.9,0,0,S2,25.0
326,111592,AR,M,318,53,152.0,0,3748,9,83,105.0,113,17.45454546,1,2109,C3,16.0
327,66087,MI,F,554,414,445.0,0,15267,4,69,424.0,432,7.866666667,0,4912,T2,20.0
328,121554,TX,F,1900,404,664.0,43,34592,16,38,582.0,498,5.2,28,6301,U1,6.0
329,137429,Arizona,M,866,387,491.0,1,24381,4,0,453.0,428,25.0,1,1301,C2,25.0
330,127171,TX,F,1223,313,538.0,22,17822,1,62,419.0,444,9.0,0,1601,R1,15.0
331,167517,CA,F,2324,374,484.0,64,14229,13,64,404.0,445,10.6,0,0,R1,25.0
332,14386,MO,F,2528,439,686.0,53,32768,4,44,591.0,542,24.77777778,2,1101,S1,10.0
333,184011,WA,F,1183,217,628.0,26,24703,0,52,528.0,379,37.5,28,1502,C1,25.0
334,121967,TX,M,655,318,324.0,0,8044,40,41,315.0,328,8.75,1,3801,S2,15.0
335,20194,NC,female,399,211,295.0,0,9617,0,79,259.0,249,6.2,28,3601,T3,10.0
336,84967,MN,M,418,190,403.0,0,13707,0,88,290.0,244,10.71428571,0,4805,T2,15.0
337,93684,IL,M,595,385,419.0,0,12802,2,63,394.0,406,8.875,1,4202,U2,11.0
338,92802,IL,M,0,0,0.0,0,0,0,0,0.0,0,11.33333333,1,4210,U1,10.0
339,24900,SC,F,548,289,388.0,2,11933,0,72,327.0,340,11.66666667,0,5201,T2,25.0
340,121926,TX,F,1125,227,279.0,0,15743,2,55,287.0,246,10.25,28,0,S1,20.0
341,12003,CA,F,3626,749,838.0,96,30685,9,45,785.0,795,12.3125,28,2901,U2,20.0
342,7852,NE,F,503,261,308.0,0,9917,0,61,267.0,290,8.863636364,2,0,T2,10.0
343,111137,AR,Female,545,257,301.0,1,10669,0,59,265.0,301,17.625,0,0,C2,21.0
344,47688,AL,F,455,257,389.0,1,13452,0,84,350.0,321,12.0,0,0,R2,10.0
345,25576,GA,M,1201,317,507.0,3,19960,3,52,408.0,426,7.818181818,0,1401,S1,21.0
346,127392,TX,M,592,188,359.0,0,14406,0,53,406.0,240,16.27272727,1,4108,C1,23.0
347,77495,WI,F,614,340,428.0,1,14439,1,88,388.0,377,7.636363636,0,0,T2,10.0
348,87210,MT,female,423,256,344.0,0,10311,2,75,296.0,295,11.0,0,0,R2,20.0
349,93218,IL,M,302,208,203.0,0,5668,11,67,216.0,207,11.25,72,0,U4,10.0
350,184974,AK,F,1157,365,559.0,8,21892,8,33,514.0,448,7.714285714,0,2601,T2,10.0
351,136768,CA,F,2312,456,589.0,63,21372,7,44,516.0,531,6.333333333,0,5301,S1,2.0
352,42724,FL,M,440,164,254.0,0,8444,3,41,186.0,220,9.666666667,1,3601,C3,25.0
353,82313,MN,F,569,276,350.0,1,12795,1,84,315.0,317,9.727272727,0,2705,T2,15.0
354,132820,WY,F,680,353,457.0,1,14347,3,39,393.0,406,9.058823529,0,5201,R1,15.0
355,51683,TN,M,690,194,411.0,1,13120,5,57,371.0,263,5.0,1002,0,C2,5.0
356,93538,IL,F,438,159,156.0,17,3975,0,58,146.0,165,20.66666667,0,2503,U4,36.0
357,145407,CA,F,2166,415,445.0,68,16471,8,52,402.0,457,8.095238095,0,0,S2,10.0
358,55553,MS,M,394,188,252.0,0,8350,0,89,220.0,227,25.0,1,0,R2,20.0
359,58447,KY,F,630,300,361.0,0,13719,8,55,327.0,321,9.2,0,3001,T2,10.0
360,159424,CA,M,3276,358,555.0,92,23535,15,40,478.0,436,25.0,1,2401,S1,75.0
361,34649,FL,F,1171,483,570.0,9,19553,5,20,512.0,544,5.2,0,2901,S1,7.0
362,50154,TN,M,1103,467,524.0,3,17130,2,74,503.0,497,15.0,1002,6801,T1,15.0
363,77432,WI,male,673,293,348.0,0,12900,2,88,335.0,296,11.5,2,5401,T2,15.0
364,152821,CA,F,1633,286,351.0,8,16765,9,13,318.0,306,5.8,0,5401,S2,11.0
365,57964,KY,M,428,166,334.0,4,13608,1,71,304.0,240,9.1875,1,2601,C3,12.0
366,188385,TX,F,262,150,228.0,0,8475,0,67,194.0,186,15.0,2,1601,T3,5.0
367,65899,MI,F,905,470,605.0,0,21564,11,70,533.0,549,7.25,28,4301,S2,10.0
368,171302,CA,F,1693,423,492.0,23,17493,6,58,467.0,457,11.66666667,0,4701,S1,15.0
369,38106,FL,F,1806,243,450.0,33,22969,38,5,312.0,338,2.795454546,0,804,U2,3.0
370,35906,FL,F,683,284,368.0,2,12396,4,32,325.0,313,15.33333333,0,5701,T2,15.0
371,4513,MI,M,630,355,437.0,0,15914,3,75,396.0,395,13.0,1,2804,C2,20.0
372,14272,AR,Female,389,207,286.0,0,9933,1,69,234.0,253,12.66666667,0,4001,R2,20.0
373,1779,AR,M,417,131,282.0,0,6858,6,42,199.0,200,13.0,0,0,T3,12.5
374,180512,WA,male,731,304,382.0,1,13513,4,53,355.0,349,6.578947368,2,1312,T2,10.0
375,41065,NV,F,1569,673,781.0,22,25775,3,44,672.0,785,12.5,0,3401,C3,15.0
376,111949,AR,Female,335,166,239.0,0,8297,0,76,207.0,207,4.606060606,0,0,R3,5.0
377,35043,FL,M,1357,521,587.0,26,20642,4,30,534.0,571,13.0,1,4304,C1,16.0
378,86311,SD,U,530,309,375.0,0,11438,1,80,375.0,276,5.5,0,0,R2,6.0
379,182293,WA,male,883,294,363.0,6,13642,2,66,315.0,355,14.25,1,0,C2,19.0
380,179023,WA,male,982,318,384.0,0,12744,5,61,388.0,341,20.0,1,0,S2,35.0
381,65481,MI,M,663,432,534.0,0,16668,5,64,501.0,483,15.0,1,4401,U2,20.0
382,21144,NC,M,827,240,319.0,8,12413,1,60,275.0,297,6.3125,2,0,R2,6.0
383,9390,MI,F,266,146,211.0,0,7863,16,72,167.0,217,8.09375,3,4009,U4,5.0
384,157973,CA,M,1967,371,436.0,45,24029,8,15,409.0,403,10.5,1,2001,C1,12.0
385,176890,OR,F,470,305,355.0,1,11035,6,45,339.0,318,5.625,0,3001,T2,8.0
386,65181,MI,M,626,356,440.0,2,16309,2,83,388.0,392,9.8,2,3603,C2,11.0
387,181083,WA,male,1521,412,543.0,33,19703,3,64,422.0,497,8.571428571,1,5001,T2,5.0
388,175951,OR,F,584,282,347.0,0,13789,7,51,314.0,318,10.4,2,4501,S2,15.0
389,20966,NC,female,588,257,318.0,0,10225,2,56,288.0,285,19.0,28,4801,T2,20.0
390,91779,IL,F,1063,294,434.0,0,18383,5,79,360.0,354,20.0,0,6001,C2,20.0
391,98099,IL,F,588,272,387.0,2,13570,1,85,345.0,331,13.33333333,0,6601,R2,21.0
392,32485,FL,F,663,293,340.0,3,12675,3,24,315.0,305,11.66666667,0,3601,T2,37.0
393,111284,AR,Female,582,292,340.0,0,10930,1,61,308.0,323,4.272727273,2,3801,T2,5.0
394,15651,NC,female,1497,581,762.0,21,30594,1,76,678.0,667,6.928571429,0,5501,C1,10.0
395,96220,IL,F,281,280,342.0,0,10874,0,83,314.0,274,7.714285714,0,3503,R2,14.0
396,73221,MI,M,784,289,400.0,2,12840,5,67,378.0,332,11.0,2,0,C2,10.0
397,170143,CA,F,1722,404,433.0,39,13454,13,59,420.0,411,4.571428571,2,905,T2,5.0
398,43884,FL,M,645,226,284.0,1,13007,6,7,249.0,257,5.285714286,1,3202,C3,5.0
399,61338,IN,M,544,330,433.0,0,14398,5,68,403.0,360,5.133333333,1,5701,S2,5.0
400,82636,MN,F,896,291,438.0,6,17357,2,70,335.0,340,8.6,0,4101,C1,15.0
401,190730,NV,M,398,248,337.0,0,11618,3,39,303.0,292,8.45,2,1407,0,14.0
402,121071,TX,F,900,273,455.0,3,19298,15,43,337.0,336,13.6,28,4912,U1,15.0
403,94386,IL,M,1421,435,662.0,24,18555,6,81,604.0,534,5.714285714,1,3301,U1,6.0
404,31094,GA,F,405,166,254.0,0,7997,1,81,208.0,215,6.666666667,0,2801,R3,5.0
405,58463,KY,M,297,176,187.0,0,5972,0,72,178.0,185,21.0,2,1605,R3,10.0
406,160716,KS,F,317,231,249.0,0,17155,3,64,249.0,241,4.885769231,28,0,C2,7.0
407,156414,CA,F,2184,351,419.0,67,16480,25,38,376.0,394,12.5,0,1601,U1,20.0
408,137592,Arizona,M,0,0,0.0,0,0,0,0,0.0,0,17.5,1,1201,C3,25.0
409,130840,CO,M,1848,643,765.0,40,27612,3,24,688.0,705,8.35,0,1805,T1,20.0
411,164044,CA,M,5795,1329,1204.0,99,57002,17,36,1326.0,1201,11.66666667,0,4201,T1,15.0
412,190746,AL,Male,710,402,457.0,0,14119,3,50,429.0,433,10.71428571,1,3701,T1,11.0
413,52116,NC,female,680,236,318.0,2,11568,3,60,279.0,277,9.269230769,0,1703,T2,10.0
414,42913,FL,M,950,357,469.0,3,18756,5,16,449.0,420,7.2,0,4601,C2,5.0
415,124143,TX,M,846,538,602.0,0,18861,1,73,541.0,595,5.181818182,72,3803,C1,6.0
416,47385,AL,Male,2432,1273,1105.0,64,55765,0,62,1332.0,1057,15.0,1,6001,S1,15.0
417,92312,IL,F,3573,1245,1179.0,98,83519,15,70,1474.0,1065,10.33333333,28,3202,S1,24.0
418,114208,OK,M,393,195,221.0,0,10232,1,65,212.0,222,15.55555556,0,3401,T3,50.0
419,127744,TX,M,600,420,479.0,0,17725,0,77,461.0,467,8.727272727,0,2104,T1,15.0
420,86696,ND,F,469,293,398.0,0,13446,0,79,354.0,331,19.28571429,0,2307,T1,25.0
421,177131,OR,F,605,223,323.0,0,12224,3,47,326.0,283,12.25,28,2101,C2,10.0
422,42689,FL,F,711,267,363.0,0,15229,12,7,305.0,307,3.857142857,2,0,C2,4.0
423,7879,CA,F,1072,284,427.0,6,14572,14,63,306.0,378,17.85714286,2,3011,C2,25.0
424,13089,MI,F,782,462,504.0,1,15816,0,89,475.0,498,20.18181818,0,6112,T2,34.0
425,98085,IL,M,464,225,364.0,0,12445,0,84,291.0,277,10.2,1,0,R2,10.0
426,5614,CA,M,1803,281,492.0,20,24681,13,13,418.0,364,13.71428571,1,1908,C2,19.0
427,122198,TX,F,1329,685,743.0,1,21941,13,38,727.0,689,6.2,2,5601,C1,6.0
428,131537,AL,F,408,215,286.0,1,9667,0,87,253.0,259,8.444444444,0,0,C2,7.0
429,171609,CA,F,1537,495,544.0,19,17689,13,58,509.0,528,13.0,0,4201,S1,20.0
430,47914,AL,F,488,300,311.0,0,10516,0,82,314.0,282,4.714285714,30,1901,T2,5.0
431,25226,SC,M,799,429,467.0,0,15469,0,70,445.0,421,9.125,1,2703,T2,12.5
433,103535,MO,F,365,215,296.0,0,9330,0,70,249.0,269,13.33333333,2,3801,R3,15.0
434,13394,IL,F,1204,444,557.0,5,18966,7,72,514.0,491,7.4,0,3001,S1,15.0
435,45870,FL,M,518,184,264.0,0,11126,7,12,213.0,228,9.333333333,1,3001,C3,20.0
436,169703,CA,F,2486,475,543.0,73,26926,7,71,508.0,516,3.491935484,0,1501,C2,25.0
437,147484,CA,M,5439,984,1004.0,98,42403,18,45,1029.0,961,12.22222222,0,1601,S1,12.0
438,151907,CA,F,3477,424,629.0,90,27103,14,37,601.0,528,5.4,0,5901,C1,6.0
439,152283,CA,F,2813,313,474.0,81,23850,10,12,366.0,388,10.0,0,3604,C2,10.0
